,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
334,348,499,3617,3617,Beaver Falls Beauty Academy,Beaver Falls,PA,1,3,21.0,,,,,,,,,0.0,49.0,0.8571,0.102,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18266.0,0.6271,,0.8095,,,0.7627,0.3673,8800,97.69804,0.477777778,,0.711153333,PrivacySuppressed,0.242857143
187,386,235,1805,1805,Babson College,Wellesley,MA,3,2,21.0,595.0,660.0,620.0,28.0,28.0,29.0,,1258.0,0.0,2106.0,0.3898,0.0423,0.0997,0.1168,0.0019,0.0,0.0223,0.2635,0.0636,0.0,,28057.0,0.1613,0.9489,,,,0.3737,0.009000000000000001,27000,299.75535,0.98206278,0.90403683,,85500,0.894348919
169,261,282,6592,6592,Brown Mackie College-Indianapolis,Indianapolis,IN,2,3,11.0,,,,,,,,,0.0,899.0,0.2803,0.6741,0.0278,0.0078,0.0011,0.0011,0.0033,0.0,0.0044,0.0,,19799.0,0.8106,0.1429,,,,0.6990000000000001,0.7241,21599,239.793178,0.289359316,,,25200,0.501259446
58,193,302,1443,1443,Iowa Western Community College,Council Bluffs,IA,2,1,13.0,,,,,,,,,0.0,5097.0,0.7446,0.1169,0.0708,0.0112,0.0194,0.0026,0.0018,0.0163,0.0165,0.3208,10382.0,,0.3974,,0.4601,,0.3443,0.5652,0.2466,11718.5,130.0993729,0.62878518,,0.239356029,34100,0.533957839
48,268,100,7529,7529,RGV Careers,Pharr,TX,1,3,21.0,,,,,,,,,0.0,223.0,0.0493,0.0,0.9417,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,15008.0,0.4242,,1.0,,1.0,0.2992,0.565,9033,100.2848177,,,,,
235,162,146,6978,6978,InterCoast Colleges-Roseville,Roseville,CA,1,3,12.0,,,,,,,,,0.0,3.0,0.3333,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8025.0,0.413,,1.0,,,0.413,0.6667,12125,134.6123563,0.317040359,,,23300,0.322055131
252,236,283,3142,3142,Kent State University at Tuscarawas,New Philadelphia,OH,2,1,32.0,,,,,,,,,0.0,2030.0,0.902,0.0276,0.0133,0.0049,0.0025,0.001,0.0163,0.0015,0.031,0.597,10838.0,,0.5,0.6935,,0.5769,,0.6196,0.3453,26225,291.1512613,0.690392227,0.191334727,,36600,0.589349747
21,3,173,4584,4584,Warren County Community College,Washington,NJ,2,1,41.0,,,,,,,,,0.0,1444.0,0.7729,0.0755,0.0921,0.0284,0.0042,0.0007,0.0,0.0,0.0263,0.4855,7969.0,,0.2896,,0.6051,,0.3943,0.1488,0.2137,9800,108.80009,0.781420765,,0.311326415,31300,0.517241359
313,385,344,6712,6712,Professional Hands Institute,Miami,FL,1,3,11.0,,,,,,,,,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9410.0,0.8211,,0.9474,,,0.7737,0.8684,5821,64.62503305,0.701799486,,0.3466,,
160,285,411,5403,5403,Rivertown School of Beauty Barber Skin Care and Nails,Columbus,GA,1,3,12.0,,,,,,,,,0.0,207.0,0.3043,0.6473,0.0097,0.0097,0.0,0.0,0.0048,0.0,0.0242,0.0,,6329.0,0.9207,,0.8293,,,0.9603,0.628,5500,61.061275,0.406451613,,0.94593,15900,0.193103448
276,263,254,6372,6372,Branford Hall Career Institute-Albany Campus,Albany,NY,1,3,21.0,,,,,,,,,0.0,378.0,0.4656,0.3413,0.0688,0.0185,0.0132,0.0,0.0476,0.0,0.045,0.328,,22448.0,0.8162,,0.8,,0.6923,0.7504,0.6243,9800,108.80009,0.496945683,,0.692532039,29700,0.477781385
191,186,125,1550,1550,Tabor College,Hillsboro,KS,3,2,33.0,455.0,475.0,,23.0,21.0,22.0,,1017.0,0.0,706.0,0.6714,0.0793,0.1105,0.0085,0.0085,0.0028,0.0269,0.0255,0.0666,0.1997,,21885.0,0.3634,0.6143,,0.0,,0.7699,0.1821,21250,235.9185625,0.880636605,0.525887649,,34400,0.629770994
293,319,482,59,59,Troy University-Dothan Campus,Dothan,AL,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000,288.6533,0.543508214,,,36600,0.613958538
257,251,51,2280,2280,Missouri School of Barbering & Hairstyling,Florissant,MO,1,3,21.0,,,,,,,,,0.0,20.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10588.0,0.6522,,0.9,,,0.6087,0.65,7500,83.265375,,,0.771891228,PrivacySuppressed,PrivacySuppressed
308,21,86,665,665,Colorado Mountain College,Glenwood Springs,CO,1,1,33.0,,,,,,,,,0.0,3559.0,0.7207,0.0073,0.1689,0.0073,0.0093,0.0008,0.0118,0.0008,0.0731,0.5243,10262.0,,0.2338,,,,,0.2367,0.4342,11000,122.12255,0.731073446,0.20806118,,28800,0.481946617
149,299,326,6656,6656,Toledo Restaurant Training Center,Toledo,OH,1,2,11.0,,,,,,,,,0.0,40.0,0.05,0.925,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12340.0,0.96,,,,,0.0,0.4,,,,,0.757009346,,
130,245,170,4741,4741,Iverson Business School,Arlington,TX,1,3,11.0,,,,,,,,,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.963,,,0.0,1.0,8179,90.80366695,0.204379562,,0.943557863,25400,0.315436244
151,38,291,4879,4879,Pomona Unified School District Adult and Career Education,Pomona,CA,1,1,21.0,,,,,,,,,0.0,444.0,0.0991,0.0541,0.4707,0.018000000000000002,0.0,0.0068,0.3041,0.0,0.0473,0.4347,8863.0,,1.0,,0.6531,,0.3103,0.0,0.431,,,,,0.762735364,17300,0.180000007
99,237,85,1775,1775,Morgan State University,Baltimore,MD,3,1,11.0,450.0,450.0,435.0,18.0,17.0,18.0,,893.0,0.0,6197.0,0.0203,0.8451,0.0292,0.0139,0.0032,0.0011,0.0342,0.0424,0.0105,0.1149,14502.0,,0.6152,0.7207,,0.55,,0.8105,0.2039,31000,344.16355,0.377313228,0.310851319,,39700,0.564781666
87,305,40,4602,4602,Kaplan College-El Paso,El Paso,TX,1,3,11.0,,,,,,,,,0.0,671.0,0.0611,0.0566,0.8614,0.006,0.0045,0.003,0.0,0.0,0.0075,0.0,,20493.0,0.299,,0.8111,,,0.1757,0.4141,9500,105.469475,0.269503546,,0.804368116,23400,0.330979288
214,256,178,6715,6715,Celebrity School of Beauty,Miami,FL,1,3,21.0,,,,,,,,,0.0,198.0,0.0,0.0,0.9848,0.0,0.0,0.0,0.0,0.0152,0.0,0.1566,,19763.0,0.5112,,0.8516,,0.8333,0.2821,0.8687,3500,38.857175,PrivacySuppressed,,0.916670833,,
121,37,172,1586,1586,Hopkinsville Community College,Hopkinsville,KY,1,1,32.0,,,,,,,,,0.0,3191.0,0.6067,0.2466,0.0777,0.0144,0.005,0.0053,0.031,0.0009,0.0122,0.4914,7390.0,,0.619,,0.5203,,0.3598,0.3831,0.5001,11500,127.673575,0.571593533,,0.275193612,26600,0.449473679
335,102,515,2647,2647,CUNY Borough of Manhattan Community College,New York,NY,2,1,11.0,,,,,,,,,0.0,23658.0,0.0921,0.273,0.4289,0.1181,0.0019,0.0025,0.0169,0.0666,0.0,0.3291,6778.0,,0.6917,,0.6406,,0.5221,0.1152,0.2504,8779,97.46489695,0.537029703,,0.206290303,34900,0.509139955
20,302,300,6795,6795,The Temple-A Paul Mitchell Partner School,Frederick,MD,1,3,13.0,,,,,,,,,0.0,216.0,0.7824,0.1111,0.0417,0.0046,0.0046,0.0,0.0046,0.0,0.0509,0.0,,18363.0,0.3681,,0.9268,,,0.5521,0.2546,16499,183.172723,0.62962963,,0.90415,,
188,65,289,4738,4738,Great Plains Technology Center,Lawton,OK,1,1,13.0,,,,,,,,,0.0,296.0,0.5946,0.1351,0.1182,0.0135,0.0946,0.0203,0.0,0.0,0.0236,0.1047,10226.0,,0.5539,,0.8992,,0.9143,0.0,0.5,,,,,0.831786654,32600,0.544303775
71,377,523,730,730,Lincoln Technical Institute-East Windsor,East Windsor,CT,1,3,41.0,,,,,,,,,0.0,655.0,0.5893,0.0962,0.1328,0.0183,0.0031,0.0046,0.1023,0.0,0.0534,0.3038,,17544.0,0.5396,,0.8321,,0.7143,0.8176,0.1832,11813,131.1485167,0.488564799,,0.630192853,37300,0.650826454
106,195,398,3688,3688,YTI Career Institute-York,York,PA,2,3,22.0,,,,,,,,,0.0,2027.0,0.6976,0.0691,0.1707,0.0128,0.0049,0.0015,0.0434,0.0,0.0,0.0,,8031.0,0.6771,,0.8304,,,0.8123,0.3883,12428,137.9762774,0.637424172,,0.747002279,35700,0.57405138
270,53,468,4885,4885,Academy of Cosmetology,Merritt Island,FL,1,3,21.0,,,,,,,,,0.0,144.0,0.6319,0.1389,0.1111,0.0278,0.0,0.0,0.0903,0.0,0.0,0.0486,,15975.0,0.9283,,0.8806,,,0.9121,0.5764,5500,61.061275,0.518072289,,0.767791011,14500,0.200000003
102,414,20,926,926,Pasco-Hernando Community College,New Port Richey,FL,2,1,21.0,,,,,,,,,0.0,8211.0,0.726,0.0452,0.1575,0.0158,0.0037,0.0018,0.0285,0.0018,0.0197,0.5327,6088.0,,0.4436,,0.6384,,0.5,0.1712,0.3274,8298.5,92.13036193,0.544468547,,0.39532391,29100,0.447164178
