,INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,NET_COST,Binary_25k
2533,Academy for Five Element Acupuncture,Gainesville,FL,4,2,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Daymar College-Bellevue,Bellevue,KY,2,3,21.0,,,,,,,,,0.0,97.0,0.732,0.2165,0.0206,0.0,0.0,0.0,0.0309,0.0,0.0,0.1443,,20465.0,0.8228,,,,,0.8354,0.6804,23563.0,261.5976042,0.265269245,0.36504127,,22100.0,0.280504912,20465.0,0.0
1677,Bryan College of Health Sciences,Lincoln,NE,3,2,11.0,,,,23.0,24.0,22.0,,1070.0,0.0,593.0,0.9157,0.0169,0.0337,0.0202,0.0051,0.0,0.0084,0.0,0.0,0.4975,,22833.0,0.3574,0.8286,,0.7143,,0.7082,0.3174,26210.0,290.9847305,0.934640523,,,50500.0,0.912280679,22833.0,1.0
769,Daymar College-Owensboro,Owensboro,KY,2,3,13.0,,,,,,,,,0.0,122.0,0.9426,0.0082,0.0,0.0,0.0,0.0,0.0492,0.0,0.0,0.3852,,23343.0,0.6557,,,,,0.7336,0.8361,23563.0,261.5976042,0.265269245,0.3095,,22100.0,0.280504912,23343.0,0.0
1180,Concordia College Alabama,Selma,AL,3,2,32.0,,,,,,,,,0.0,523.0,0.0115,0.9388,0.0134,0.0038,0.0,0.0,0.0,0.0325,0.0,0.0631,,12686.0,0.8363,0.4103,,0.0,,0.91,0.2367,26500.0,294.204325,0.254125413,0.134843721,,21300.0,0.287206262,12686.0,0.0
1523,ITT Technical Institute-Akron,Akron,OH,2,3,21.0,,,,,,,,,0.0,249.0,0.6667,0.2731,0.0161,0.0161,0.0,0.0,0.0161,0.0,0.012,0.1928,,23429.0,0.7731,,,,,0.8697,0.7671,25833.5,286.80480869999997,0.394119686,,,38400.0,0.591855824,23429.0,0.0
6020,Kansas Wesleyan University,Salina,KS,3,2,33.0,465.0,495.0,,22.0,21.0,22.0,,1014.0,0.0,664.0,0.7214,0.0723,0.1295,0.006,0.0136,0.0045,0.0196,0.0331,0.0,0.0602,,20847.0,0.3826,0.6187,,,,0.7722,0.1126,23140.0,256.901437,0.787762906,0.4091,,36600.0,0.650112867,20847.0,1.0
468,Norco College,Norco,CA,2,1,21.0,,,,,,,,,0.0,8321.0,0.2542,0.0649,0.5388,0.0784,0.0025,0.0028,0.0387,0.0043,0.0155,0.7327,7258.0,,0.1959,,0.71,,0.5095,0.012,0.2876,,,,,,,,7258.0,
3051,University of Phoenix-Harrisburg Campus,Harrisburg,PA,3,3,21.0,,,,,,,,,0.0,58.0,0.5345,0.1552,0.0172,0.0,0.0,0.0,0.0345,0.0,0.2586,0.0,,18096.0,0.7287,0.3333,,,,0.7209,0.8621,35500.0,394.122775,0.40653404299999996,,,53400.0,0.705231071,18096.0,1.0
2959,Hair Design Institute at Fifth Avenue-New York,New York,NY,1,3,11.0,,,,,,,,,0.0,224.0,0.0938,0.3973,0.3884,0.0045,0.0045,0.0089,0.0446,0.0223,0.0357,0.2991,,17211.0,0.5144,,0.75,,1.0,0.4234,0.5357,7725.0,85.76333625,0.565737052,,,18100.0,0.28125,17211.0,0.0
2964,Saint Paul School of Theology,Leawood,KS,4,2,21.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,Make-up Designory,New York,NY,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962.0,55.0883721,0.874617737,,,,,,
3712,Judson University,Elgin,IL,3,2,12.0,500.0,545.0,,23.0,23.0,22.0,,1045.0,0.0,1020.0,0.5961,0.0598,0.1069,0.0167,0.0,0.002,0.0206,0.0382,0.1598,0.2392,,21635.0,0.4371,0.7226,,0.75,,0.8301,0.2899,25000.0,277.55125,0.887820513,0.5,,37000.0,0.696035266,21635.0,1.0
1737,Joliet Junior College,Joliet,IL,2,1,21.0,,,,,,,,,0.0,13014.0,0.6246,0.1051,0.1905,0.0139,0.0067,0.0007,0.0344,0.0002,0.0238,0.5587,5018.0,,0.2475,,0.6374,,0.3534,0.1087,0.2979,8000.0,88.8164,0.5660377360000001,,0.16790655100000001,29600.0,0.489809334,5018.0,0.0
4045,Immokalee Technical Center,Immokalee,FL,1,1,32.0,,,,,,,,,0.0,212.0,0.3019,0.1321,0.5566,0.0,0.0094,0.0,0.0,0.0,0.0,0.1179,4979.0,,0.3095,,0.8276,,0.75,0.0,0.1528,,,,,0.7101,,,4979.0,
451,Fayetteville Beauty College,Fayetteville,NC,1,3,12.0,,,,,,,,,0.0,47.0,0.0851,0.7447,0.1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0213,,8711.0,0.7586,,0.5714,,,0.4483,0.5532,9500.0,105.469475,0.219178082,,0.5999552,13700.0,,8711.0,
4675,Fordham University,Bronx,NY,3,2,11.0,620.0,635.0,630.0,28.0,30.0,28.0,9.0,1258.0,0.0,8193.0,0.6133,0.0426,0.1407,0.0882,0.001,0.0009,0.0333,0.0555,0.0244,0.0648,,33446.0,0.2042,0.9051,,0.5185,,0.5467,0.0787,25000.0,277.55125,0.889608055,0.807652618,,55400.0,0.729007661,33446.0,1.0
2208,ITT Technical Institute-St Petersburg,St. Petersburg,FL,2,3,12.0,,,,,,,,,0.0,230.0,0.613,0.2043,0.1217,0.0348,0.0,0.0,0.0174,0.0,0.0087,0.2913,,23590.0,0.7561,,,,,0.7561,0.8609,25833.5,286.80480869999997,0.394119686,0.3529,,38400.0,0.591855824,23590.0,0.0
3947,Chattahoochee Technical College,Marietta,GA,1,1,21.0,,,,,,,,,0.0,9935.0,0.5677,0.2929,0.0813,0.0201,0.0054,0.0022,0.015,0.0062,0.0091,0.6655,1877.0,,0.5339,,0.4974,,0.3784,0.0,0.4384,,,,,0.22130361899999998,28400.0,0.446577638,1877.0,0.0
5093,Chatham University,Pittsburgh,PA,3,2,11.0,,,,,,,,,0.0,616.0,0.6786,0.1169,0.0179,0.0227,0.0032,0.0,0.0341,0.0877,0.039,0.1347,,21032.0,0.2928,0.7692,,,,0.5683,0.297,21843.5,242.5076292,0.879356568,0.540380435,,34300.0,0.629411757,21032.0,1.0
1536,Marinello School of Beauty-Fairfield,Fairfield,CT,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9833.0,109.16645770000001,0.439453125,,,,,,
5102,Mohawk Valley Community College,Utica,NY,2,1,13.0,,,,,,,,,0.0,5829.0,0.7633,0.0806,0.0691,0.0434,0.0067,0.001,0.0232,0.0117,0.001,0.2172,7357.0,,0.5108,,0.5758,,0.4348,0.3812,0.2893,12000.0,133.2246,0.611646884,,0.287096474,30300.0,0.472014099,7357.0,0.0
3499,Everest College-Melrose Park,Melrose Park,IL,1,3,21.0,,,,,,,,,0.0,545.0,0.0954,0.4018,0.4385,0.0055,0.0,0.0055,0.022,0.0,0.0312,0.0,,21370.0,0.757,,0.6338,,,0.6093,0.4037,9500.0,105.469475,0.44629629600000004,,,23000.0,0.453059077,21370.0,0.0
5971,The University of Texas Health Science Center at Houston,Houston,TX,3,1,11.0,,,,,,,,,0.0,701.0,0.4208,0.077,0.2225,0.1441,0.0014,0.0043,0.0357,0.0271,0.067,0.1769,,,0.3535,,,,,0.8028,0.5635,18000.0,199.8369,0.94224924,,,77700.0,0.901098907,,1.0
5086,Baltimore School of Massage-Linthicum,Linthicum,MD,1,3,21.0,,,,,,,,,0.0,312.0,0.3365,0.5449,0.0481,0.0128,0.0,0.0,0.016,0.0,0.0417,0.4135,,18052.0,0.7204,,,,,0.8803,0.6923,8107.0,90.00431935,0.6057774,,0.667133429,28000.0,0.504378259,18052.0,0.0
4266,Miles Community College,Miles City,MT,2,1,33.0,,,,,,,,,0.0,351.0,0.8718,0.0142,0.0199,0.0171,0.0399,0.0028,0.0028,0.0313,0.0,0.3048,6941.0,,0.4376,,0.5941,,0.3333,0.6757,0.2227,12000.0,133.2246,0.759036145,,0.557477213,27200.0,0.565055788,6941.0,0.0
4370,Strayer University-Baymeadows Campus,Jacksonville,FL,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39499.5,438.52542400000004,0.44477491700000005,,,51700.0,0.722576857,,1.0
2442,Lake Erie College of Osteopathic Medicine,Erie,PA,4,2,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,Metroplex Beauty School,Mesquite,TX,1,3,21.0,,,,,,,,,0.0,58.0,0.3793,0.2759,0.3103,0.0172,0.0,0.0,0.0172,0.0,0.0,0.4483,,5399.0,0.8381,,0.6667,,0.5,0.0,0.3448,,,,,0.617682941,16800.0,0.209876537,5399.0,0.0
3183,Star Career Academy-Philadelphia,Philadelphia,PA,1,3,11.0,,,,,,,,,0.0,838.0,0.1337,0.6181,0.1933,0.0203,0.0024,0.0012,0.0072,0.0012,0.0227,0.1671,,21152.0,0.7444,,0.7022,,0.4019,0.5936,0.5394,9905.0,109.96580530000001,0.401623687,,0.710462712,31700.0,0.508403361,21152.0,0.0
3716,Regency Beauty Institute-Chattanooga,Chattanooga,TN,1,3,12.0,,,,,,,,,0.0,58.0,0.3793,0.3276,0.0,0.0,0.0,0.0,0.0172,0.0,0.2759,0.1724,,21832.0,0.7442,,0.4783,,0.6667,0.7597,0.2931,14144.0,157.02739519999997,0.47496977,,0.395033333,19600.0,0.333333343,21832.0,0.0
2596,Career Training Academy-Monroeville,Monroeville,PA,1,3,21.0,,,,,,,,,0.0,112.0,0.6786,0.2857,0.0,0.0179,0.0,0.0,0.0179,0.0,0.0,0.0,,11212.0,0.6544,,0.6522,,,0.6324,0.5446,9500.0,105.469475,0.6722972970000001,,0.8181886359999999,23400.0,0.297397763,11212.0,0.0
3790,Continental School of Beauty Culture-Batavia,Batavia,NY,1,3,32.0,,,,,,,,,0.0,36.0,0.9167,0.0278,0.0278,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,,14868.0,0.5946,,0.4,,,0.7027,0.3889,9500.0,105.469475,0.578181818,,0.7021,16100.0,0.165562913,14868.0,0.0
3605,Milan Institute-Sparks,Sparks,NV,1,3,21.0,,,,,,,,,0.0,328.0,0.4878,0.0732,0.3689,0.0305,0.0213,0.0091,0.0,0.0,0.0091,0.0,,19944.0,0.3299,,0.7477,,,0.3367,0.4451,9500.0,105.469475,0.374396135,,0.679345332,23400.0,0.394390881,19944.0,0.0
3803,Dewey University-Manati,Manati,PR,1,3,21.0,,,,,,,,,0.0,274.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6374.0,0.952,,0.7213,,,0.0,0.5292,,,,,0.7265,16200.0,0.20184578,6374.0,0.0
2207,Everest Institute-Eagan,Eagan,MN,1,3,13.0,,,,,,,,,0.0,327.0,0.3303,0.3119,0.0948,0.104,0.0153,0.0061,0.0367,0.0,0.1009,0.0,,21965.0,0.731,,0.6333,,,0.5556,0.5505,9500.0,105.469475,0.203513022,,0.528782422,25200.0,0.357803166,21965.0,0.0
2326,Oral Roberts University,Tulsa,OK,3,2,11.0,515.0,505.0,,23.0,23.0,22.0,,1037.0,0.0,2884.0,0.5201,0.1488,0.0752,0.0229,0.0329,0.0,0.0395,0.0579,0.1026,0.1273,,21258.0,0.4396,0.8056,,0.25,,0.6733,0.1363,27000.0,299.75535,0.777429467,0.519828993,,34900.0,0.570224702,21258.0,0.0
2639,Blue Sky School of Professional Massage and Therapeutic Bodywork,Grafton,WI,1,2,41.0,,,,,,,,,0.0,39.0,0.9744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,,24942.0,0.5637,,,,,0.7892,0.5385,9004.0,99.9628582,0.7615384620000001,,0.6486729729999999,,0.333333343,24942.0,0.0
1038,Florida International University,Miami,FL,3,1,21.0,580.0,570.0,560.0,26.0,25.0,25.0,,1154.0,0.0,38234.0,0.1007,0.1221,0.6705,0.0269,0.0008,0.0014,0.018000000000000002,0.0472,0.0124,0.3293,12266.0,,0.5809,0.8354,,0.6573,,0.456,0.2698,17750.0,197.0613875,0.781070862,0.500913288,,45100.0,0.676269293,12266.0,1.0
4561,Marinello Schools of Beauty-City of Industry,City of Industry,CA,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9960.0,110.57641799999999,0.264615385,,,,,,
4662,DePauw University,Greencastle,IN,3,2,32.0,585.0,615.0,580.0,27.0,28.0,27.0,,1215.0,0.0,2272.0,0.6822,0.0643,0.0335,0.0308,0.0035,0.0,0.0585,0.1004,0.0268,0.0013,,22171.0,0.1879,0.9221,,,,0.4277,0.0039,24500.0,272.000225,0.956435644,0.7847802220000001,,47800.0,0.681265235,22171.0,1.0
3960,Elizabethtown Community and Technical College,Elizabethtown,KY,1,1,13.0,,,,,,,,,0.0,5742.0,0.8175,0.093,0.0423,0.008,0.0024,0.003,0.0265,0.0002,0.0071,0.4789,6380.0,,0.4902,,0.5329999999999999,,0.3259,0.3709,0.4921,14037.0,155.8394759,0.466287571,,0.35976573,27200.0,0.476315796,6380.0,0.0
4596,Universidad Metropolitana,Cupey,PR,3,2,11.0,,,,,,,,,0.0,11503.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009,,9147.0,0.8443,0.7143,,0.2353,,0.4133,0.3466,6699.0,74.37263295,0.551178061,0.23317331800000002,,19800.0,0.233063206,9147.0,0.0
1766,The Hair Design School-Durham,Durham,NC,1,3,12.0,,,,,,,,,0.0,65.0,0.0462,0.8308,0.0,0.0,0.0154,0.0,0.0154,0.0,0.0923,0.1846,,13839.0,0.8641,,0.6875,,0.6,0.7379,0.5077,10029.0,111.3424595,0.566091954,,,25600.0,0.341059595,13839.0,0.0
5997,Jolie Hair and Beauty Academy-Northfield,Northfield,NJ,1,3,22.0,,,,,,,,,0.0,214.0,0.4813,0.1776,0.243,0.0421,0.0047,0.0,0.014,0.0,0.0374,0.3785,,13541.0,0.6667,,0.7647,,,0.75,0.3785,8334.0,92.5244847,0.490566038,,,,,13541.0,
56,Lutheran School of Theology at Chicago,Chicago,IL,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,Hillsdale Free Will Baptist College,Moore,OK,3,2,21.0,425.0,413.0,380.0,19.0,19.0,20.0,,899.0,0.0,195.0,0.6769,0.1231,0.0718,0.0051,0.1077,0.0,0.0,0.0,0.0154,0.1385,,16711.0,0.5373,0.4528,,1.0,,0.6169,0.1218,,,0.646017699,0.461004255,,33400.0,0.592592597,16711.0,0.0
5023,California State University-Fullerton,Fullerton,CA,3,1,21.0,500.0,525.0,,22.0,21.0,22.0,,1021.0,0.0,33000.0,0.2556,0.0222,0.375,0.2165,0.002,0.0027,0.0408,0.0445,0.0408,0.1933,9034.0,,0.4061,0.8853,,0.6415,,0.3327,0.1981,14718.0,163.3999719,0.8612542959999999,0.523553498,,46500.0,0.651927114,9034.0,1.0
1293,Lincoln University of Pennsylvania,Lincoln University,PA,3,1,21.0,425.0,430.0,415.0,18.0,17.0,17.0,,853.0,0.0,1614.0,0.0105,0.8371,0.0223,0.0012,0.0006,0.0,0.0149,0.0291,0.0843,0.0799,14754.0,,0.6429,0.7159,,0.0,,0.8911,0.1004,33830.0,375.5823515,0.39824561399999997,0.383934579,,34900.0,0.441576093,14754.0,0.0
5225,Josef's School of Hair Design Inc-Fargo Downtown,Fargo,ND,1,3,12.0,,,,,,,,,0.0,63.0,0.9683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317,0.0,,10724.0,0.5704,,0.5238,,,0.6963,0.254,15515.0,172.24830580000003,0.846153846,,0.547617857,17200.0,0.266187042,10724.0,0.0
5978,Simmons College of Kentucky,Louisville,KY,1,2,11.0,,,,,,,,,0.0,120.0,0.0167,0.9833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,,0.4688,,,0.0,,0.0,0.75,,,,,,,,,
4934,Olivet College,Olivet,MI,3,2,42.0,395.0,450.0,,20.0,19.0,20.0,,927.0,0.0,1016.0,0.7982,0.1033,0.0561,0.0049,0.0069,0.002,0.0236,0.0039,0.001,0.0463,,18341.0,0.457,0.6397,,0.5,,0.8011,0.0527,27000.0,299.75535,0.729166667,0.429703448,,34100.0,0.516431928,18341.0,0.0
5612,Regency Beauty Institute-Pasadena,Pasadena,TX,1,3,21.0,,,,,,,,,0.0,85.0,0.1882,0.0824,0.2118,0.0118,0.0,0.0,0.1882,0.0,0.3176,0.3059,,20251.0,0.7877,,0.6364,,0.6,0.8151,0.2,14144.0,157.02739519999997,0.47496977,,0.356546087,19600.0,0.333333343,20251.0,0.0
314,Temple University,Philadelphia,PA,3,1,11.0,555.0,565.0,555.0,25.0,25.0,25.0,7.0,1121.0,0.0,27511.0,0.6028,0.1352,0.0542,0.1011,0.0019,0.0009,0.0232,0.0348,0.0458,0.1058,20845.0,,0.3352,0.8883,,0.6957,,0.6583,0.1241,25799.0,286.421788,0.8622639790000001,0.661003279,,46500.0,0.706463337,20845.0,1.0
1995,Hazard Community and Technical College,Hazard,KY,1,1,33.0,,,,,,,,,0.0,2585.0,0.9807,0.0081,0.0035,0.0012,0.0008,0.0,0.0046,0.0,0.0012,0.3029,5922.0,,0.4867,,0.6138,,0.3721,0.2698,0.4385,11702.0,129.9161891,0.404081633,,0.40464334799999996,21600.0,0.372829407,5922.0,0.0
232,Pierce College at Puyallup,Puyallup,WA,2,1,21.0,,,,,,,,,0.0,2731.0,0.621,0.0432,0.0817,0.0472,0.006999999999999999,0.0114,0.0776,0.0073,0.1036,0.532,9381.0,,0.3044,,0.5119,,0.4857,0.1893,0.2821,12704.0,141.04044319999997,0.649817296,,0.23873038,34200.0,0.558011055,9381.0,0.0
1670,Greater Johnstown Career and Technology Center,Johnstown,PA,1,1,23.0,,,,,,,,,0.0,228.0,0.9123,0.0614,0.0044,0.0175,0.0044,0.0,0.0,0.0,0.0,0.1535,11355.0,,0.7175,,0.8283,,0.7647,0.6429,0.6009,8597.5,95.44987488,0.784313725,,0.9859369729999999,36600.0,0.70157069,11355.0,1.0
2027,Chicago Theological Seminary,Chicago,IL,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,New York Academy of Art,New York,NY,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,Mount Wachusett Community College,Gardner,MA,2,1,41.0,,,,,,,,,0.0,4222.0,0.7056,0.0725,0.1386,0.0204,0.0047,0.0017,0.0263,0.0071,0.0232,0.5486,8685.0,,0.4883,,0.5503,,0.4337,0.3035,0.4307,11098.0,123.2105509,0.6940789470000001,,0.214917097,29500.0,0.52105695,8685.0,0.0
3185,American Samoa Community College,Pago Pago,AS,2,1,33.0,,,,,,,,,0.0,1487.0,0.002,0.0,0.0,0.0108,0.0,0.9173,0.0,0.0686,0.0013,0.5057,2464.0,,0.5092,1.0,,1.0,,0.0,0.1774,,,,0.279071096,,19800.0,0.1996997,2464.0,0.0
4004,Cheeks International Academy of Beauty Culture-Cheyenne,Cheyenne,WY,1,3,13.0,,,,,,,,,0.0,46.0,0.5870000000000001,0.0435,0.3478,0.0217,0.0,0.0,0.0,0.0,0.0,0.2609,,7975.0,0.8,,0.4286,,0.4,0.8667,0.4348,8222.5,91.28660613,0.369863014,,0.8271481479999999,14900.0,0.161016956,7975.0,0.0
3897,Advanced Training Institute,Las Vegas,NV,1,3,12.0,,,,,,,,,0.0,308.0,0.4026,0.1558,0.276,0.0714,0.0032,0.0714,0.0065,0.0,0.013,1.0,,,0.6788,,,,0.8587,0.5927,0.6558,7600.0,84.37558,,,,,,,
1722,The Ohio Academy Paul Mitchell Partner School-Columbus,Columbus,OH,1,3,11.0,,,,,,,,,0.0,216.0,0.75,0.1991,0.0185,0.0,0.0,0.0,0.0093,0.0,0.0231,0.2407,,15711.0,0.3741,,0.6842,,1.0,0.5714,0.2917,14167.0,157.28274240000002,,,1.0,,,15711.0,
5393,Central Virginia Community College,Lynchburg,VA,1,1,13.0,,,,,,,,,0.0,2851.0,0.7362,0.1743,0.0277,0.0109,0.0039,0.0018,0.0361,0.0011,0.0081,0.5861,5116.0,,0.2778,,0.5535,,0.4327,0.0607,0.2641,5112.5,56.75923063,,,0.27746770800000004,26300.0,0.466049373,5116.0,0.0
5783,Milan Institute-Las Vegas,Las Vegas,NV,1,3,11.0,,,,,,,,,0.0,402.0,0.1368,0.4652,0.2786,0.0547,0.0149,0.0149,0.0124,0.0,0.0224,0.0,,20248.0,0.4101,,,,,0.3932,0.4552,9500.0,105.469475,0.35169158100000003,,,,,20248.0,
6060,Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,4,2,21.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,8500.0,94.367425,0.48089707600000003,,,20000.0,0.230852321,,0.0
5556,Mohave Community College,Kingman,AZ,1,1,41.0,,,,,,,,,0.0,4759.0,0.7375,0.0116,0.1769,0.0137,0.0212,0.0069,0.0177,0.0,0.0145,0.713,11346.0,,0.4772,,0.5286,,0.4423,0.2421,0.4639,13250.0,147.1021625,0.381893861,,0.29601087,26700.0,0.414420962,11346.0,0.0
1991,Louisiana State University-Alexandria,Alexandria,LA,3,1,41.0,,,,20.0,21.0,20.0,,950.0,0.0,1984.0,0.7525,0.1522,0.0383,0.0126,0.0141,0.0,0.0247,0.002,0.0035,0.371,11047.0,,0.4093,0.5357,,0.2778,,0.371,0.3451,17750.0,197.0613875,0.649621212,0.1296032,,30500.0,0.520727992,11047.0,0.0
5618,Ayers Career College,Shreveport,LA,1,3,12.0,,,,,,,,,0.0,267.0,0.2809,0.6667,0.0187,0.0037,0.0075,0.0,0.0225,0.0,0.0,0.0,,20988.0,0.9005,,,,,0.9403,0.6816,9500.0,105.469475,0.3828125,,0.9637710140000001,24900.0,0.371345043,20988.0,0.0
26,South Carolina State University,Orangeburg,SC,3,1,32.0,408.0,431.0,,18.0,,,,851.0,0.0,2876.0,0.0271,0.951,0.0066,0.0063,0.0003,0.0003,0.0007,0.0014,0.0063,0.0577,17724.0,,0.7041,0.6027,,0.5,,0.8187,0.1015,37000.0,410.77585,0.45240295700000005,0.351045606,,30400.0,0.392213404,17724.0,0.0
4264,Hair Dynamics Education Center,Fort Collins,CO,1,3,12.0,,,,,,,,,0.0,174.0,0.7414,0.0172,0.1667,0.0115,0.0057,0.0,0.0575,0.0,0.0,0.0,,13335.0,0.5273,,0.6452,,,0.5977,0.477,12000.0,133.2246,0.684647303,,0.6046325579999999,16300.0,0.362903237,13335.0,0.0
2389,Phillips Community College of the University of Arkansas,Helena,AR,2,1,41.0,,,,,,,,,0.0,986.0,0.4493,0.5284,0.0132,0.0061,0.003,0.0,0.0,0.0,0.0,0.3225,10838.0,,0.396,,0.5567,,0.2188,0.0354,0.2134,,,0.445054945,,0.265343017,21200.0,0.29126215,10838.0,0.0
4916,South College-Asheville,Asheville,NC,2,3,13.0,,,,,,,,,0.0,256.0,0.8086,0.1094,0.0469,0.0156,0.0039,0.0,0.0117,0.0,0.0039,0.1094,,31827.0,0.5422,1.0,,,,0.7952,0.7031,26208.0,290.9625264,0.53902439,,,22300.0,0.401315778,31827.0,0.0
3310,Mt Sierra College,Monrovia,CA,3,3,21.0,,,,,,,,,0.0,536.0,0.194,0.0448,0.4701,0.0896,0.0112,0.0168,0.0504,0.0093,0.1138,0.3675,,22995.0,0.7153,0.5714,,0.5294,,0.7974,0.3959,47869.5,531.4495825,0.662531017,0.302755963,,43800.0,0.604395628,22995.0,1.0
3084,Charleston Southern University,Charleston,SC,3,2,13.0,485.0,490.0,,21.0,20.0,20.0,,973.0,0.0,2904.0,0.5933,0.2992,0.0317,0.0145,0.0062,0.0014,0.0172,0.0076,0.0289,0.1043,,17197.0,0.4667,0.647,,,,0.7398,0.2198,28000.0,310.8574,0.809399478,0.36919565200000004,,36100.0,0.556330979,17197.0,0.0
2923,International Beauty College,Garland,TX,1,3,21.0,,,,,,,,,0.0,55.0,0.1273,0.0909,0.2364,0.5273,0.0,0.0,0.0,0.0182,0.0,0.7818,,10302.0,0.5714,,1.0,,0.8,0.0,0.6727,,,,,0.92684878,17700.0,0.240740746,10302.0,0.0
2970,ITT Technical Institute-Bessemer,Bessemer,AL,2,3,21.0,,,,,,,,,0.0,538.0,0.4108,0.552,0.0186,0.0056,0.0,0.0,0.0019,0.0,0.0112,0.2825,,23015.0,0.726,0.0,,,,0.8236,0.7286,25833.5,286.80480869999997,0.394119686,0.311173427,,38400.0,0.591855824,23015.0,0.0
2486,Southwestern College,Winfield,KS,3,2,32.0,473.0,503.0,433.0,23.0,21.0,22.0,,1036.0,0.0,1332.0,0.5968,0.0968,0.0811,0.0113,0.0165,0.0015,0.0405,0.0315,0.1239,0.5856,,21201.0,0.3604,0.6554,,,,0.5406,0.556,25350.0,281.4369675,0.8236775820000001,0.5215971220000001,,44200.0,0.742857158,21201.0,1.0
6180,Institute of Professional Careers,Las Vegas,NV,1,3,12.0,,,,,,,,,0.0,7.0,0.0,0.4286,0.4286,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,,16577.0,0.6667,,,,,0.6111,0.2857,,,,,,,,16577.0,
3750,Anthem College-Fenton,Fenton,MO,1,3,21.0,,,,,,,,,0.0,282.0,0.8901,0.0532,0.0071,0.0035,0.0,0.0,0.0248,0.0,0.0213,0.0,,23652.0,0.7846,,0.8333,,,0.7276,0.5213,10813.0,120.04646670000001,0.610008271,,0.750442495,21500.0,0.373641312,23652.0,0.0
4660,Finger Lakes School of Massage,Mt. Kisco,NY,1,3,21.0,,,,,,,,,0.0,56.0,0.5357,0.125,0.2679,0.0536,0.0,0.0,0.0,0.0,0.0179,0.2143,,19062.0,0.2945,,1.0,,1.0,0.5411,0.875,9500.0,105.469475,0.709677419,,1.0,,,19062.0,
613,Miami Ad School-Minneapolis,Minneapolis,MN,1,3,11.0,,,,,,,,,0.0,18.0,0.8333,0.0556,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.069,,,,,0.7586,0.7222,24055.5,267.0653638,0.906504065,,,64700.0,0.857142866,,1.0
1319,Pennsylvania College of Health Sciences,Lancaster,PA,2,2,13.0,468.0,488.0,,,,,,955.0,0.0,1394.0,0.8364,0.0445,0.0509,0.0294,0.0007,0.0029,0.0014,0.0,0.0337,0.6277,,24984.0,0.3593,0.0,,,,0.6735,0.5346,18692.0,207.5195186,0.926701571,0.699104425,,53100.0,0.889952183,24984.0,1.0
3298,Mitchells Hairstyling Academy-Wilson,Wilson,NC,1,3,31.0,,,,,,,,,0.0,39.0,0.6923,0.2821,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5756.0,0.5,,0.875,,,0.25,0.359,5500.0,61.061275,0.6257668710000001,,,20700.0,0.375999987,5756.0,0.0
3003,Woodland Community College,Woodland,CA,2,1,23.0,,,,,,,,,0.0,2397.0,0.3045,0.0288,0.4572,0.0947,0.0054,0.0017,0.0355,0.0004,0.0718,0.6633,4966.0,,0.3163,,0.7075,,0.4623,0.0135,0.3374,,,,,0.270324163,,,4966.0,
